item_id,item_name,product_code
134192,Aarong Sweet Rosogolla Can 1 KG,100466
99712,Aarong Sweet Yogurt (misty Doi) 500 ML,100467
88122,Aarong Sweetened Yoghurt 100 G,100468
28779,Aarong Sweetened Yogurt | 500 G,100469
134010,Aarong Sweetened Yogurt Cup 100 G,100470
86499,Aarong Sweetened Yorhurt 500 G,100471
87115,Aarong Table Met,100472
6304,Aarong Tamarind Juice 250 ML Pkt,100473
196227,Aarong Tamarind Juice Uht 250 ML,100474
274633,Aarong Tok Doi 500 ML,100475
186189,Aarong Uht Chocolate Milk Tretra Pack 200 ML,100476
115329,Aarong Uht Full Cream Liquid Milk 500 ML,100477
186187,Aarong Uht Liquid Milk Fino Pack 500 ML,100478
12028,Aarong Uht Low Fat Milk 200 ML,100479
186193,Aarong Uht Mango Milk Tretra Pack 200 ML,100480
28800,Aarong Uht Milk 200 ML,100481
11929,Aarong Uht Milk Full Cream 500 ML Pkt BD,100482
11976,Aarong Uht Mocha Milk Drink 200 ML,100483
186196,Aarong Uht Mocha Milk Tretra Pack 200 ML,100484
98274,Aarong Uht Strawberry Yogurt Drink 200 ML,100485
186191,Aarong Uht Strawberry Yogurt Tretra Pack 200 ML,100486
186195,Aarong Uht Vanila Milk Tretra Pack 200 ML,100487
11977,Aarong Uht Vanilla Milk Drink 200 ML,100488
34205,Aarong Uptan Face Pack 100 G,100489
133669,Aarong White Curd 500 ML,100490
29410,Aarong Yogurt Probiotic 500 G,100491
45582,Aas Comics Book@bdt80,100492
212984,Aasian Vinegar 500 ML,100493
117996,Aavid Beckham Beyond Forever Edt 90 ML,100494
109017,Aaz Drop Shoulder,100495
109018,Aaz Half Sleeve,100496
109019,Aaz Hoodie,100497
271509,AB Black Seduction Men Edt 100 ML,100498
271389,AB Blue Seductions Men Edt 200 ML,100499
271374,AB Blue Seductions Women Edt 200 ML,100500
89282,AB Gold Blend,100501
271508,AB King OF Seduction Absolute Men Edt 100 ML,100502
271468,AB King OF Seduction Men Edt 100 ML,100503
102998,AB Organja Unstitched PK (ip),100504
88634,AB Original Blend,100505
271026,AB Power OF Seduction Edt 100 ML,100506
271373,AB Power OF Seductions Men Edt 200 ML,100507
271463,AB Secret Edt 100 ML,100508
271422,AB The Golden Secret Men Edt 200 ML,100509
270965,AB The Secret Edt 200 ML,100510
272105,Abali Sunflower Oil 5 Lit,100511
190524,Abali Turkish Sunflower Oil 5 L,100512
195801,Abbott Pediasure Complete Vanilla 400 G,100513
195799,Abbott Similac 2 Gold 800 G,100514
166628,Abc Chocolate Mould,100515
166552,Abc Cutter,100516
112756,Abc Fazle,100517
146802,Abc Instant Noddle Chicken Flavour 70gr(buy 2 Get 1 Free),100518
198608,Abc Instant White Coffee Premix 23±3 G,100519
166554,Abc Sauce,100520
136100,Abc Tomato Ketchup 335 Ml(bogof),100521
274416,Abdolax 10 MG Tab,100522
274418,Abdolax 100 ML Sol,100523
65251,Abecab 5 20 MG Tab,100524
60028,Absolut Berry Vodkarita Sparkling 4 12o Can,100525
54073,Absolut Mango Mule Sparkling,100526
53484,Absolut OS Drk,100527
54234,Absolut Vodka,100528
54237,Absolut Vodka Bottle,100529
